Date,Open,High,Low,Close,Volume
9-Oct-15,26.25,26.51,25.96,26.51,1516100
8-Oct-15,26.10,26.40,25.89,26.25,1408200
7-Oct-15,25.63,26.28,25.09,26.28,2443200
6-Oct-15,25.75,25.92,25.40,25.40,1674000
5-Oct-15,25.65,26.02,25.58,25.74,2127100
2-Oct-15,25.29,25.66,24.93,25.30,3100200
1-Oct-15,25.40,25.73,25.21,25.35,1535900
30-Sep-15,25.85,25.85,25.10,25.50,2479200
29-Sep-15,25.43,25.70,25.21,25.47,1204900
28-Sep-15,25.07,25.59,24.94,25.43,1631100
25-Sep-15,25.45,25.74,25.00,25.25,2903600
24-Sep-15,25.25,25.86,25.09,25.25,4083200
23-Sep-15,26.37,26.48,25.89,26.01,2580300
22-Sep-15,25.90,26.55,25.81,26.42,1639200
21-Sep-15,25.80,26.41,25.56,26.16,1168900
18-Sep-15,25.72,26.15,25.41,26.02,2957100
17-Sep-15,25.66,26.46,25.43,25.95,2542500
16-Sep-15,24.99,25.87,24.84,25.66,2722800
15-Sep-15,24.47,25.10,24.24,24.99,2410800
14-Sep-15,23.84,24.45,23.60,24.30,2334900
11-Sep-15,23.56,23.95,23.50,23.65,1485400
10-Sep-15,23.99,24.21,23.56,23.80,3571700
9-Sep-15,23.88,23.97,23.18,23.29,3005200
8-Sep-15,24.10,24.19,23.37,23.64,2099000
4-Sep-15,23.30,23.89,23.13,23.89,3195300
3-Sep-15,23.81,24.07,23.44,23.65,3171200
2-Sep-15,22.62,23.64,22.33,23.64,2069500
1-Sep-15,22.41,22.75,22.30,22.46,2352000
31-Aug-15,23.13,23.17,22.61,22.98,2984300
28-Aug-15,22.40,23.05,22.32,22.95,2102100
27-Aug-15,23.30,23.30,22.68,22.97,2267900
26-Aug-15,21.95,23.07,21.63,23.07,2088900
25-Aug-15,22.01,22.35,21.78,21.90,2092900
24-Aug-15,21.51,22.35,20.67,21.78,3225700
21-Aug-15,22.40,22.67,22.26,22.46,1847200
20-Aug-15,22.69,22.94,22.50,22.62,1772200
19-Aug-15,22.95,23.19,22.76,23.06,2277500
18-Aug-15,23.25,23.47,23.00,23.04,1817300
17-Aug-15,23.50,23.74,23.20,23.45,1260400
14-Aug-15,24.21,24.21,23.50,23.65,1464200
13-Aug-15,23.93,24.15,23.78,24.00,1435100
12-Aug-15,24.10,24.21,23.78,24.05,1995400
11-Aug-15,24.85,24.95,24.23,24.29,1713600
10-Aug-15,24.46,25.00,24.27,24.85,1496100
7-Aug-15,24.70,24.93,24.36,24.50,1612200
